Temperature,Rainfall,Humidity,Moisture,Crop 
26,282,76,430,Rice
14,68,82,473,Tomato
21,72,51,415,Wheat
26,49,66,427,Barley
18,92,31,356,chile
25,242,66,424,Rice
13,121,75,528,Tomato
23,99,51,420,Wheat
12,44,69,403,Barley
25,112,34,326,chile
21,265,60,411,Rice
16,115,90,491,Tomato
21,63,57,443,Wheat
8,42,61,389,Barley
25,99,34,348,chile
26,255,64,402,Rice
14,102,80,513,Tomato
22,82,50,407,Wheat
13,48,66,381,Barley
25,87,35,324,chile
24,179,67,389,Rice
14,74,86,549,Tomato
24,39,50,424,Wheat
9,44,69,419,Barley
21,120,32,344,chile
27,259,76,397,Rice
15,149,90,556,Tomato
23,92,51,423,Wheat
22,43,67,385,Barley
26,103,39,336,chile
22,250,66,413,Rice
14,137,90,540,Tomato
23,81,59,441,Wheat
21,47,70,428,Barley
21,115,36,367,chile
27,282,61,397,Rice
13,130,83,621,Tomato
21,63,53,427,Wheat
6,42,66,387,Barley
24,117,31,324,chile
21,200,72,419,Rice
14,116,79,589,Tomato
23,78,54,441,Wheat
23,49,67,398,Barley
20,113,32,312,chile
21,205,79,418,Rice
13,122,86,579,Tomato
21,73,54,423,Wheat
16,48,62,425,Barley
26,118,30,358,chile
22,314,78,416,Rice
14,135,78,540,Tomato
24,33,51,438,Wheat
21,42,70,388,Barley
23,112,37,385,chile
26,231,64,424,Rice
16,89,90,582,Tomato
21,86,59,405,Wheat
16,39,67,382,Barley
18,100,38,384,chile
23,201,68,421,Rice
14,63,88,519,Tomato
24,86,52,419,Wheat
17,40,67,427,Barley
19,88,32,317,chile
24,183,70,396,Rice
14,127,79,615,Tomato
21,81,56,401,Wheat
23,45,69,400,Barley
21,110,34,353,chile
23,188,61,428,Rice
16,72,89,502,Tomato
24,86,53,429,Wheat
25,42,61,405,Barley
21,87,33,345,chile
27,290,70,393,Rice
13,136,88,547,Tomato
22,88,58,433,Wheat
18,39,68,399,Barley
21,113,40,327,chile
25,233,71,413,Rice
15,84,75,542,Tomato
22,89,53,420,Wheat
6,42,61,408,Barley
22,107,40,384,chile
26,251,68,424,Rice
14,129,81,511,Tomato
24,77,60,437,Wheat
15,50,64,396,Barley
26,87,38,307,chile
21,279,77,408,Rice
14,84,82,475,Tomato
21,35,54,445,Wheat
21,46,60,416,Barley
23,113,34,343,chile
22,303,67,413,Rice
15,115,75,591,Tomato
21,53,51,449,Wheat
22,45,65,382,Barley
25,84,31,380,chile
27,212,60,414,Rice
13,131,84,553,Tomato
22,92,58,434,Wheat
27,47,65,405,Barley
18,102,34,356,chile
26,202,75,412,Rice
13,134,75,629,Tomato
21,49,60,403,Wheat
21,44,63,390,Barley
23,83,33,396,chile
22,292,66,395,Rice
14,118,86,471,Tomato
21,46,56,406,Wheat
8,40,61,396,Barley
22,119,30,338,chile
26,295,68,403,Rice
16,132,85,526,Tomato
21,81,59,445,Wheat
23,44,65,407,Barley
26,88,31,328,chile
24,183,71,426,Rice
14,61,90,524,Tomato
21,36,51,410,Wheat
23,43,60,418,Barley
20,89,30,343,chile
22,200,76,405,Rice
13,109,86,560,Tomato
23,68,53,444,Wheat
22,41,63,416,Barley
19,103,39,381,chile
23,303,68,410,Rice
16,76,89,529,Tomato
24,77,50,420,Wheat
25,40,65,423,Barley
23,92,34,381,chile
25,330,78,408,Rice
15,137,86,540,Tomato
22,86,57,426,Wheat
10,43,68,393,Barley
25,111,38,367,chile
23,342,68,385,Rice
13,106,75,451,Tomato
21,51,53,406,Wheat
11,46,67,408,Barley
22,115,35,370,chile
21,299,75,410,Rice
15,71,81,568,Tomato
22,99,53,447,Wheat
21,48,60,400,Barley
26,97,33,363,chile
27,246,61,394,Rice
14,86,84,547,Tomato
21,35,53,445,Wheat
6,48,63,414,Barley
23,97,30,370,chile
25,178,63,426,Rice
16,71,83,577,Tomato
24,82,54,408,Wheat
16,50,63,394,Barley
18,87,31,381,chile
27,233,67,412,Rice
13,136,77,634,Tomato
24,100,52,412,Wheat
8,42,69,410,Barley
19,82,32,348,chile
25,295,60,418,Rice
14,118,77,502,Tomato
24,92,51,437,Wheat
11,50,63,419,Barley
23,113,33,387,chile
25,276,60,417,Rice
14,87,75,479,Tomato
21,65,52,435,Wheat
18,44,68,430,Barley
21,95,30,336,chile
22,195,71,419,Rice
15,139,80,577,Tomato
23,60,55,400,Wheat
7,46,67,389,Barley
24,86,36,315,chile
21,252,76,419,Rice
14,86,78,539,Tomato
24,96,52,424,Wheat
27,45,63,425,Barley
25,90,37,380,chile
27,307,65,394,Rice
16,98,89,503,Tomato
22,97,59,441,Wheat
12,48,64,415,Barley
26,103,36,374,chile
24,262,66,393,Rice
13,91,89,647,Tomato
22,84,53,421,Wheat
15,42,67,408,Barley
23,105,30,317,chile
23,289,67,398,Rice
13,113,87,568,Tomato
21,42,54,439,Wheat
22,42,64,404,Barley
19,108,40,334,chile
25,226,70,421,Rice
13,93,76,584,Tomato
22,50,60,405,Wheat
19,40,64,397,Barley
22,119,33,350,chile
23,193,65,421,Rice
16,92,82,467,Tomato
21,53,57,438,Wheat
21,47,69,413,Barley
23,101,40,317,chile
22,315,61,418,Rice
15,95,78,587,Tomato
21,44,57,401,Wheat
11,49,60,419,Barley
22,101,40,390,chile
22,293,69,422,Rice
14,122,79,599,Tomato
24,30,58,446,Wheat
26,45,67,386,Barley
24,111,37,375,chile
21,205,71,392,Rice
14,69,88,484,Tomato
24,95,51,433,Wheat
21,45,67,409,Barley
18,85,33,329,chile
21,233,61,399,Rice
16,114,78,510,Tomato
23,63,58,426,Wheat
14,50,63,419,Barley
20,82,37,307,chile
26,221,75,414,Rice
13,71,89,611,Tomato
22,62,59,410,Wheat
5,39,68,385,Barley
19,93,38,359,chile
23,246,74,428,Rice
14,82,87,482,Tomato
24,40,58,421,Wheat
20,46,69,383,Barley
24,99,34,308,chile
22,250,62,399,Rice
13,74,85,584,Tomato
21,44,53,428,Wheat
16,42,67,422,Barley
26,120,34,321,chile
25,227,69,400,Rice
15,63,76,501,Tomato
23,43,60,430,Wheat
12,49,63,410,Barley
18,113,30,394,chile
24,203,62,393,Rice
13,92,86,555,Tomato
23,79,58,407,Wheat
11,44,70,430,Barley
19,93,30,305,chile
25,339,76,385,Rice
13,143,83,457,Tomato
22,63,53,448,Wheat
5,40,69,390,Barley
25,118,34,399,chile
21,177,60,389,Rice
13,73,84,607,Tomato
24,68,51,432,Wheat
21,41,67,381,Barley
23,95,37,304,chile
21,349,73,393,Rice
15,89,76,570,Tomato
24,49,51,402,Wheat
27,48,70,413,Barley
21,100,37,345,chile
26,328,75,426,Rice
16,136,80,647,Tomato
22,63,57,414,Wheat
23,44,67,384,Barley
23,120,38,394,chile
24,232,60,418,Rice
13,77,84,579,Tomato
21,89,51,420,Wheat
20,50,63,419,Barley
21,84,34,317,chile
24,318,78,425,Rice
16,120,78,464,Tomato
22,94,51,414,Wheat
8,47,62,398,Barley
23,104,40,319,chile
23,338,79,426,Rice
13,104,80,516,Tomato
23,87,51,417,Wheat
7,46,70,409,Barley
26,91,38,392,chile
24,319,80,400,Rice
14,77,80,573,Tomato
21,46,59,425,Wheat
13,44,61,430,Barley
19,119,35,338,chile
23,290,60,396,Rice
16,114,83,588,Tomato
22,78,50,429,Wheat
7,42,62,387,Barley
19,109,39,321,chile
27,208,80,410,Rice
14,101,88,606,Tomato
23,67,59,440,Wheat
15,45,62,428,Barley
18,112,36,361,chile
22,234,64,414,Rice
16,118,86,455,Tomato
21,73,57,434,Wheat
17,41,66,419,Barley
19,98,37,350,chile
25,198,66,421,Rice
14,67,75,643,Tomato
23,86,50,430,Wheat
15,39,62,408,Barley
25,92,30,311,chile
22,175,62,428,Rice
15,131,86,521,Tomato
21,90,60,427,Wheat
16,49,63,425,Barley
20,106,32,383,chile
26,202,77,408,Rice
13,67,82,624,Tomato
23,34,52,436,Wheat
22,46,63,387,Barley
18,110,30,339,chile
21,341,70,425,Rice
15,74,76,600,Tomato
24,36,55,437,Wheat
22,48,62,393,Barley
22,98,33,355,chile
27,255,69,400,Rice
15,73,81,482,Tomato
22,82,59,443,Wheat
6,49,66,429,Barley
24,80,32,379,chile
23,262,65,415,Rice
13,81,89,640,Tomato
22,59,51,443,Wheat
21,42,61,405,Barley
22,116,40,313,chile
27,209,60,402,Rice
16,74,78,474,Tomato
24,82,56,415,Wheat
19,50,63,402,Barley
22,94,33,342,chile
21,305,77,383,Rice
15,102,89,528,Tomato
21,45,50,407,Wheat
27,49,67,412,Barley
25,112,36,396,chile
22,293,68,429,Rice
16,83,85,539,Tomato
22,87,54,443,Wheat
5,49,60,424,Barley
24,100,35,379,chile
22,303,66,386,Rice
14,83,87,483,Tomato
24,31,56,447,Wheat
11,41,64,429,Barley
18,91,31,368,chile
26,292,77,404,Rice
16,102,79,596,Tomato
22,78,53,419,Wheat
21,49,60,389,Barley
25,90,32,336,chile
26,241,79,419,Rice
15,103,89,636,Tomato
23,32,53,418,Wheat
15,40,60,398,Barley
24,100,38,316,chile
21,246,75,430,Rice
15,143,82,581,Tomato
21,72,58,421,Wheat
5,48,63,386,Barley
20,90,30,347,chile
24,263,73,389,Rice
13,108,79,579,Tomato
22,70,55,422,Wheat
25,40,68,388,Barley
22,96,31,397,chile
22,221,67,425,Rice
16,139,81,507,Tomato
21,76,52,418,Wheat
9,43,66,408,Barley
20,90,34,335,chile
21,286,78,394,Rice
16,92,82,605,Tomato
22,93,60,437,Wheat
9,49,65,387,Barley
18,92,35,381,chile
27,258,75,417,Rice
13,135,86,496,Tomato
24,64,53,444,Wheat
26,47,69,422,Barley
26,88,37,352,chile
23,255,78,394,Rice
14,77,90,647,Tomato
22,48,56,436,Wheat
12,48,67,401,Barley
21,99,31,361,chile
27,182,64,398,Rice
15,141,75,477,Tomato
21,58,60,448,Wheat
23,50,65,394,Barley
18,96,31,319,chile
24,339,78,419,Rice
13,77,79,594,Tomato
24,77,59,415,Wheat
21,49,70,396,Barley
19,107,37,395,chile
22,337,77,422,Rice
13,97,75,503,Tomato
22,92,52,438,Wheat
20,48,66,412,Barley
25,116,34,353,chile
25,229,65,383,Rice
16,61,83,615,Tomato
22,50,57,418,Wheat
20,39,62,382,Barley
18,94,38,379,chile
23,318,76,411,Rice
13,106,87,541,Tomato
22,93,58,411,Wheat
8,43,60,384,Barley
26,81,38,367,chile
21,213,78,406,Rice
13,134,87,491,Tomato
23,93,57,433,Wheat
24,50,61,396,Barley
21,89,39,374,chile
21,262,78,419,Rice
15,142,80,632,Tomato
23,76,55,413,Wheat
20,42,64,391,Barley
20,80,34,382,chile
21,189,64,415,Rice
13,118,84,466,Tomato
23,70,59,433,Wheat
17,49,70,382,Barley
21,82,38,309,chile
26,321,76,405,Rice
13,104,82,638,Tomato
22,59,50,420,Wheat
20,49,68,426,Barley
21,113,36,303,chile
25,226,75,393,Rice
15,73,81,546,Tomato
23,42,50,447,Wheat
6,46,61,401,Barley
25,104,31,358,chile
23,198,63,393,Rice
16,148,80,570,Tomato
21,40,58,423,Wheat
23,44,65,399,Barley
26,90,38,351,chile
23,299,75,421,Rice
15,101,75,520,Tomato
21,96,52,431,Wheat
26,43,70,427,Barley
25,89,33,354,chile
21,226,71,421,Rice
14,66,82,479,Tomato
23,30,52,444,Wheat
27,47,65,425,Barley
25,110,40,346,chile
25,273,74,408,Rice
13,66,88,544,Tomato
21,47,56,434,Wheat
19,40,66,391,Barley
20,119,37,302,chile
27,240,65,419,Rice
13,101,89,531,Tomato
24,52,59,400,Wheat
27,45,69,408,Barley
25,105,40,380,chile
23,338,75,415,Rice
14,138,80,527,Tomato
24,65,56,426,Wheat
19,46,68,381,Barley
21,106,32,392,chile
23,209,63,416,Rice
16,135,82,648,Tomato
23,88,60,412,Wheat
14,46,62,407,Barley
19,114,31,355,chile
21,183,60,395,Rice
16,98,90,461,Tomato
24,46,55,402,Wheat
20,49,68,395,Barley
19,83,31,354,chile
25,307,70,398,Rice
15,150,83,520,Tomato
23,87,58,437,Wheat
9,50,66,392,Barley
26,101,36,318,chile
24,299,60,405,Rice
14,136,76,600,Tomato
24,78,59,431,Wheat
5,43,64,429,Barley
25,89,33,326,chile
27,305,68,428,Rice
16,140,90,456,Tomato
22,88,53,433,Wheat
27,47,67,395,Barley
22,81,34,375,chile
25,233,73,393,Rice
15,121,85,567,Tomato
21,50,55,417,Wheat
17,46,60,382,Barley
21,110,35,329,chile
25,309,79,405,Rice
16,79,77,531,Tomato
21,43,52,411,Wheat
7,48,67,421,Barley
23,105,34,385,chile
24,303,78,408,Rice
16,145,80,560,Tomato
24,41,51,422,Wheat
27,45,69,416,Barley
20,91,30,390,chile
26,279,78,403,Rice
14,101,87,622,Tomato
22,59,57,421,Wheat
16,46,68,416,Barley
19,93,30,360,chile
23,288,67,392,Rice
16,133,80,529,Tomato
24,41,51,424,Wheat
23,43,63,387,Barley
22,108,30,300,chile
22,278,68,403,Rice
15,129,86,623,Tomato
24,55,51,427,Wheat
23,50,65,409,Barley
18,88,32,313,chile
22,278,74,400,Rice
13,125,90,533,Tomato
21,63,51,442,Wheat
11,42,60,395,Barley
21,113,33,356,chile
21,242,67,413,Rice
16,92,90,588,Tomato
23,96,54,415,Wheat
9,50,60,419,Barley
23,83,34,394,chile
25,300,70,384,Rice
15,69,89,454,Tomato
23,92,51,450,Wheat
8,42,69,403,Barley
21,92,38,399,chile
22,232,78,401,Rice
13,149,75,600,Tomato
21,92,60,448,Wheat
7,50,60,411,Barley
21,101,35,323,chile
27,278,73,426,Rice
15,91,89,635,Tomato
21,92,57,444,Wheat
26,50,70,430,Barley
21,112,38,392,chile
21,246,70,409,Rice
13,140,89,547,Tomato
22,100,57,419,Wheat
27,45,62,423,Barley
18,114,36,352,chile
27,257,70,391,Rice
13,130,86,544,Tomato
24,56,60,408,Wheat
13,49,65,402,Barley
21,109,34,312,chile
23,236,77,426,Rice
13,62,83,544,Tomato
22,72,54,432,Wheat
27,47,69,423,Barley
22,102,35,336,chile
21,206,71,393,Rice
14,149,89,452,Tomato
22,55,53,415,Wheat
17,48,60,397,Barley
22,114,39,305,chile
21,227,66,389,Rice
14,122,75,479,Tomato
22,45,58,430,Wheat
16,47,70,388,Barley
22,99,37,302,chile
22,213,76,406,Rice
16,67,86,641,Tomato
21,75,58,403,Wheat
13,42,62,428,Barley
22,100,30,338,chile
21,341,70,392,Rice
16,98,79,589,Tomato
23,76,50,426,Wheat
13,44,65,416,Barley
25,104,40,365,chile
25,272,74,385,Rice
13,115,85,616,Tomato
24,44,56,403,Wheat
27,43,64,427,Barley
23,118,37,318,chile
26,212,64,383,Rice
16,86,84,529,Tomato
21,59,56,445,Wheat
27,48,68,406,Barley
25,106,33,346,chile
25,342,76,424,Rice
13,145,76,503,Tomato
24,48,52,445,Wheat
22,49,64,399,Barley
19,82,30,303,chile
24,254,79,423,Rice
13,103,79,454,Tomato
24,87,50,440,Wheat
19,43,62,428,Barley
22,106,33,324,chile
23,182,66,401,Rice
13,137,84,478,Tomato
21,100,57,432,Wheat
25,41,64,429,Barley
25,104,38,332,chile
23,216,79,398,Rice
16,122,84,596,Tomato
21,66,56,418,Wheat
21,48,62,385,Barley
23,118,34,327,chile
22,294,67,415,Rice
13,127,79,627,Tomato
24,91,60,438,Wheat
5,39,67,386,Barley
19,82,34,385,chile
27,290,69,412,Rice
16,132,84,510,Tomato
23,79,60,415,Wheat
7,43,60,380,Barley
26,117,36,353,chile
25,326,70,422,Rice
14,92,82,516,Tomato
21,74,50,405,Wheat
12,44,66,424,Barley
19,87,38,328,chile
26,229,77,410,Rice
14,102,90,520,Tomato
23,61,59,410,Wheat
13,45,62,393,Barley
25,92,34,399,chile
25,223,60,407,Rice
13,142,75,514,Tomato
21,59,54,418,Wheat
5,48,63,419,Barley
25,98,35,380,chile
21,296,76,383,Rice
16,70,83,457,Tomato
24,50,51,445,Wheat
20,47,64,426,Barley
18,111,36,337,chile
24,232,78,404,Rice
15,70,77,538,Tomato
24,58,50,444,Wheat
21,39,62,408,Barley
19,99,39,303,chile
25,297,62,398,Rice
13,138,76,577,Tomato
21,31,50,420,Wheat
26,39,63,414,Barley
22,84,37,302,chile
26,335,77,413,Rice
15,116,80,461,Tomato
23,61,58,421,Wheat
27,41,64,383,Barley
25,107,38,324,chile
21,190,76,421,Rice
15,108,90,536,Tomato
23,94,54,419,Wheat
22,42,69,419,Barley
24,97,32,373,chile
25,248,76,398,Rice
13,114,76,618,Tomato
24,69,50,408,Wheat
13,48,62,420,Barley
20,108,35,306,chile
22,211,80,401,Rice
13,107,77,522,Tomato
24,37,55,445,Wheat
17,48,66,384,Barley
18,119,40,368,chile
27,263,72,389,Rice
15,62,75,497,Tomato
21,97,53,412,Wheat
7,43,63,417,Barley
19,108,34,335,chile
22,207,69,395,Rice
16,64,85,591,Tomato
23,73,58,434,Wheat
15,43,60,400,Barley
25,118,36,363,chile
22,252,75,405,Rice
15,117,75,506,Tomato
22,42,54,405,Wheat
10,43,68,412,Barley
23,107,39,343,chile
25,313,60,416,Rice
15,128,82,591,Tomato
23,51,58,414,Wheat
12,43,68,406,Barley
26,103,33,370,chile
21,202,62,395,Rice
16,93,80,536,Tomato
22,55,52,408,Wheat
7,43,65,384,Barley
20,108,40,361,chile
24,194,66,390,Rice
16,119,90,536,Tomato
23,46,58,450,Wheat
8,42,66,407,Barley
22,104,39,350,chile
21,230,70,386,Rice
16,80,83,523,Tomato
22,44,54,426,Wheat
7,43,70,390,Barley
21,87,40,356,chile
23,207,67,391,Rice
14,99,82,645,Tomato
24,84,58,444,Wheat
25,45,65,385,Barley
21,95,35,349,chile
23,183,70,393,Rice
14,150,83,554,Tomato
23,34,59,412,Wheat
5,47,63,421,Barley
25,117,40,400,chile
23,335,79,418,Rice
16,75,89,454,Tomato
22,96,53,401,Wheat
17,49,64,408,Barley
24,93,34,307,chile
27,204,63,419,Rice
13,89,78,648,Tomato
23,79,60,424,Wheat
18,45,69,387,Barley
21,80,30,331,chile
21,257,63,405,Rice
13,78,90,540,Tomato
22,40,59,442,Wheat
8,44,60,390,Barley
19,118,30,319,chile
22,217,64,418,Rice
16,73,87,590,Tomato
23,90,51,403,Wheat
19,45,65,392,Barley
18,110,33,363,chile
23,190,61,415,Rice
15,134,75,516,Tomato
22,93,53,414,Wheat
14,44,67,410,Barley
20,103,39,389,chile
25,285,74,427,Rice
16,73,77,550,Tomato
24,43,54,430,Wheat
16,41,63,397,Barley
20,109,39,302,chile
26,302,74,426,Rice
14,64,79,585,Tomato
21,79,51,427,Wheat
18,41,61,401,Barley
22,109,32,345,chile
22,314,66,418,Rice
15,73,77,523,Tomato
24,40,50,410,Wheat
15,39,69,395,Barley
24,109,36,379,chile
27,252,64,420,Rice
16,88,77,614,Tomato
22,73,55,409,Wheat
25,44,63,420,Barley
18,98,30,372,chile
22,276,70,409,Rice
15,103,78,527,Tomato
21,42,50,444,Wheat
25,40,63,400,Barley
24,98,33,394,chile
21,282,66,404,Rice
15,62,81,503,Tomato
22,77,59,446,Wheat
18,41,66,414,Barley
19,105,40,345,chile
21,344,79,396,Rice
15,114,80,550,Tomato
23,81,59,437,Wheat
8,40,60,380,Barley
25,93,39,380,chile
27,278,66,414,Rice
16,107,76,491,Tomato
24,81,60,402,Wheat
11,42,60,403,Barley
19,112,35,332,chile
21,214,72,408,Rice
16,91,83,592,Tomato
24,50,51,401,Wheat
23,41,66,406,Barley
20,109,33,305,chile
25,291,77,411,Rice
14,117,90,568,Tomato
23,84,50,433,Wheat
7,49,68,384,Barley
22,88,40,332,chile
22,270,73,406,Rice
14,109,77,516,Tomato
24,79,52,432,Wheat
20,45,70,389,Barley
24,97,34,324,chile
22,281,78,394,Rice
15,73,85,625,Tomato
21,59,52,426,Wheat
6,45,60,382,Barley
20,102,34,314,chile
24,223,66,388,Rice
14,150,82,470,Tomato
22,80,50,414,Wheat
19,47,62,421,Barley
20,120,37,327,chile
21,308,69,396,Rice
14,123,76,640,Tomato
22,92,50,404,Wheat
24,45,64,398,Barley
25,87,39,319,chile
27,304,62,407,Rice
15,102,90,537,Tomato
23,61,50,418,Wheat
9,48,63,382,Barley
24,112,35,315,chile
22,303,62,395,Rice
14,126,88,486,Tomato
23,79,52,435,Wheat
23,45,62,383,Barley
22,106,31,306,chile
25,301,71,421,Rice
14,145,83,580,Tomato
21,51,58,408,Wheat
12,44,60,408,Barley
21,115,32,356,chile
23,176,65,386,Rice
15,111,82,596,Tomato
23,57,53,440,Wheat
6,43,66,421,Barley
21,108,36,301,chile
21,245,71,425,Rice
16,112,81,617,Tomato
23,31,59,439,Wheat
6,40,68,427,Barley
20,112,36,317,chile
27,177,69,385,Rice
13,66,81,459,Tomato
22,60,60,405,Wheat
17,45,62,416,Barley
23,89,37,346,chile
26,203,61,425,Rice
13,131,81,553,Tomato
23,32,56,400,Wheat
6,47,70,426,Barley
23,109,34,375,chile
25,277,73,405,Rice
14,119,76,512,Tomato
21,43,54,401,Wheat
15,39,67,388,Barley
22,83,32,357,chile
21,332,64,411,Rice
13,137,81,606,Tomato
22,46,55,449,Wheat
25,47,64,381,Barley
26,100,30,312,chile
27,289,70,403,Rice
15,125,79,557,Tomato
22,87,51,437,Wheat
6,46,62,425,Barley
18,85,33,389,chile
21,195,80,407,Rice
16,114,87,483,Tomato
23,83,52,413,Wheat
8,41,64,416,Barley
19,118,34,399,chile
21,291,80,383,Rice
16,98,87,555,Tomato
23,97,55,400,Wheat
9,50,64,385,Barley
19,112,40,307,chile
25,186,72,383,Rice
16,146,76,485,Tomato
23,64,53,447,Wheat
25,39,63,396,Barley
18,84,37,366,chile
23,329,67,395,Rice
13,78,81,568,Tomato
21,58,55,444,Wheat
16,49,64,396,Barley
26,105,39,370,chile
21,316,68,407,Rice
16,141,88,469,Tomato
24,47,50,408,Wheat
8,49,60,395,Barley
23,88,36,314,chile
27,226,77,405,Rice
13,106,75,584,Tomato
22,38,56,423,Wheat
13,40,65,381,Barley
24,115,39,383,chile
24,207,65,413,Rice
14,93,80,648,Tomato
23,73,58,411,Wheat
17,39,65,429,Barley
26,106,34,365,chile
24,230,78,388,Rice
16,92,81,542,Tomato
22,86,52,414,Wheat
5,40,64,421,Barley
20,120,34,384,chile
25,295,61,424,Rice
13,114,84,480,Tomato
22,94,58,450,Wheat
24,43,62,420,Barley
22,93,33,352,chile
24,331,63,387,Rice
13,118,85,619,Tomato
24,46,54,403,Wheat
11,43,60,387,Barley
20,116,34,374,chile
25,322,60,391,Rice
13,90,78,514,Tomato
22,86,59,438,Wheat
23,39,60,425,Barley
18,110,36,321,chile
22,252,60,409,Rice
15,103,85,474,Tomato
24,66,59,430,Wheat
25,45,67,404,Barley
22,92,32,350,chile
21,256,78,409,Rice
15,98,88,566,Tomato
22,75,53,406,Wheat
22,44,63,392,Barley
21,118,40,339,chile
26,252,80,402,Rice
14,76,89,629,Tomato
22,58,52,448,Wheat
6,50,66,418,Barley
19,114,36,331,chile
23,198,69,387,Rice
15,84,80,473,Tomato
24,58,56,424,Wheat
5,48,63,382,Barley
23,87,39,371,chile
23,298,69,423,Rice
13,118,82,553,Tomato
23,31,53,440,Wheat
9,44,62,397,Barley
22,88,33,376,chile
22,219,60,409,Rice
14,142,84,536,Tomato
24,38,52,424,Wheat
25,42,65,393,Barley
25,86,34,386,chile
25,248,68,390,Rice
15,88,86,479,Tomato
21,69,59,404,Wheat
15,44,61,391,Barley
26,101,34,378,chile
26,279,60,406,Rice
16,83,82,492,Tomato
24,80,53,434,Wheat
18,44,66,413,Barley
23,103,32,339,chile
24,240,79,385,Rice
15,73,82,566,Tomato
24,46,52,436,Wheat
11,41,69,399,Barley
21,115,31,326,chile
23,301,78,402,Rice
13,91,76,486,Tomato
23,86,52,449,Wheat
14,44,63,389,Barley
19,93,37,327,chile
26,198,60,386,Rice
13,141,87,542,Tomato
23,51,59,410,Wheat
10,39,69,415,Barley
26,83,33,309,chile
21,330,71,404,Rice
16,118,87,472,Tomato
21,46,57,445,Wheat
9,46,61,411,Barley
24,94,35,330,chile
21,299,78,385,Rice
15,137,89,517,Tomato
24,78,52,408,Wheat
18,43,65,405,Barley
21,86,38,386,chile
23,310,66,407,Rice
13,117,83,624,Tomato
21,81,51,412,Wheat
11,39,70,388,Barley
22,119,40,361,chile
25,345,68,404,Rice
13,100,79,597,Tomato
22,31,50,408,Wheat
7,49,68,388,Barley
26,118,31,337,chile
26,271,68,403,Rice
16,90,86,636,Tomato
22,77,55,408,Wheat
6,39,70,413,Barley
26,80,30,339,chile
21,297,66,388,Rice
15,147,79,517,Tomato
24,66,56,422,Wheat
14,50,70,396,Barley
20,95,33,374,chile
26,347,79,424,Rice
15,95,78,601,Tomato
23,100,58,441,Wheat
18,48,66,389,Barley
26,88,34,303,chile
24,205,71,430,Rice
14,121,86,529,Tomato
23,76,52,438,Wheat
8,49,63,419,Barley
23,82,32,378,chile
26,341,74,383,Rice
14,100,86,545,Tomato
23,54,51,406,Wheat
24,42,67,384,Barley
21,97,30,370,chile
26,335,74,428,Rice
13,145,90,491,Tomato
23,30,52,439,Wheat
15,50,65,382,Barley
18,103,40,340,chile
21,309,65,398,Rice
16,69,75,457,Tomato
24,37,60,431,Wheat
21,40,69,405,Barley
23,82,30,332,chile
27,234,75,428,Rice
13,79,83,569,Tomato
21,63,57,407,Wheat
13,43,67,398,Barley
24,87,31,320,chile
21,315,74,389,Rice
14,125,83,504,Tomato
21,49,55,406,Wheat
21,46,60,428,Barley
23,106,40,380,chile
23,278,79,397,Rice
13,96,89,645,Tomato
21,50,57,403,Wheat
22,48,68,403,Barley
18,106,35,369,chile
26,228,72,425,Rice
15,108,89,613,Tomato
21,44,54,409,Wheat
15,41,63,395,Barley
26,84,33,306,chile
27,234,66,410,Rice
16,92,88,581,Tomato
22,42,59,428,Wheat
12,39,68,387,Barley
18,82,38,311,chile
26,325,79,402,Rice
16,144,81,584,Tomato
21,54,60,402,Wheat
12,48,60,407,Barley
21,113,37,339,chile
24,305,66,411,Rice
16,67,76,526,Tomato
23,40,59,441,Wheat
24,50,60,413,Barley
24,90,38,305,chile
22,212,70,399,Rice
13,72,75,622,Tomato
24,41,53,433,Wheat
15,47,65,393,Barley
21,119,31,340,chile
25,331,74,397,Rice
16,150,88,604,Tomato
21,47,60,401,Wheat
19,45,70,430,Barley
22,90,40,308,chile
21,210,78,422,Rice
14,82,86,607,Tomato
23,56,53,405,Wheat
19,41,62,402,Barley
23,112,33,339,chile
27,222,69,409,Rice
15,109,76,545,Tomato
23,44,60,419,Wheat
20,49,70,391,Barley
22,90,39,376,chile
26,217,71,400,Rice
15,86,75,620,Tomato
24,54,55,406,Wheat
11,39,66,390,Barley
26,119,34,393,chile
22,194,80,430,Rice
13,82,84,650,Tomato
21,82,59,443,Wheat
11,47,68,428,Barley
24,96,37,396,chile
24,343,77,404,Rice
13,118,90,537,Tomato
22,69,56,405,Wheat
16,44,63,412,Barley
25,103,39,328,chile
23,320,76,408,Rice
16,102,77,468,Tomato
22,31,51,429,Wheat
12,50,63,421,Barley
26,113,35,371,chile
24,204,80,399,Rice
16,115,80,477,Tomato
24,41,51,410,Wheat
6,46,70,424,Barley
23,118,36,362,chile
21,245,62,409,Rice
13,87,75,543,Tomato
24,44,53,404,Wheat
20,47,68,426,Barley
23,118,36,385,chile
25,214,75,385,Rice
15,120,84,519,Tomato
22,50,50,404,Wheat
24,48,69,418,Barley
21,106,30,363,chile
22,253,68,389,Rice
14,135,75,528,Tomato
23,50,50,430,Wheat
5,46,60,382,Barley
21,102,37,340,chile
22,287,79,403,Rice
16,112,77,650,Tomato
23,80,56,403,Wheat
19,40,69,408,Barley
19,85,34,327,chile
25,326,63,404,Rice
16,99,90,562,Tomato
23,99,59,439,Wheat
24,41,63,428,Barley
22,110,30,379,chile
